2	 0	 118
2	 0	 142
2	 0	 88
2	 0	 84
2	 0	 79
2	 0	 83
2	 0	 86
1	 0	 108
1	 0	 90
1	 0	 90
1	 0	 78
1	 0	 80
1	 0	 83
1	 0	 83
1	 0	 86
1	 0	 83
1	 0	 83
1	 0	 83
1	 0	 81
1	 0	 88
1	 0	 82
1	 0	 80
1	 0	 83
1	 0	 83
1	 0	 84
1	 0	 82
1	 0	 84
1	 0	 83
3	 0	 81
3	 0	 84
2	 0	 83
2	 0	 83
2	 0	 84
3	 0	 83
2	 0	 83
3	 0	 83
3	 0	 83
2	 0	 85
2	 0	 82
2	 0	 83
2	 0	 83
2	 0	 85
3	 0	 80
2	 0	 84
2	 0	 83
3	 0	 83
2	 0	 84
2	 0	 91
3	 0	 75
3	 0	 83
2	 0	 83
3	 0	 83
2	 0	 82
2	 0	 83
2	 0	 86
3	 0	 82
3	 0	 85
2	 0	 82
3	 0	 83
2	 115	 110
2	 115	 72
2	 115	 83
2	 115	 85
2	 115	 81
2	 115	 85
2	 115	 84
0	 115	 46
0	 115	 51
0	 115	 64
0	 115	 81
0	 115	 68
0	 115	 47
0	 115	 33
0	 115	 34
0	 115	 33
0	 115	 33
0	 115	 35
0	 115	 32
0	 115	 33
0	 115	 34
0	 115	 33
0	 115	 33
0	 115	 50
0	 115	 33
0	 115	 33
0	 115	 33
0	 115	 32
0	 115	 33
0	 115	 31
0	 115	 34
0	 115	 33
0	 115	 35
0	 115	 33
0	 115	 33
0	 115	 33
0	 115	 34
0	 115	 33
0	 115	 33
0	 115	 31
0	 115	 33
0	 115	 34
0	 115	 33
0	 115	 34
0	 115	 33
0	 115	 33
0	 115	 33
0	 115	 33
0	 115	 34
0	 115	 32
0	 115	 33
0	 115	 32
0	 115	 34
0	 115	 50
0	 115	 33
0	 115	 34
0	 115	 32
0	 115	 32
0	 115	 33
0	 115	 33
0	 115	 33
0	 115	 33
0	 115	 34
0	 115	 47
0	 115	 32
0	 115	 52
0	 115	 44
0	 115	 40
0	 115	 59
4	 115	 80
4	 115	 76
4	 115	 82
4	 115	 83
4	 115	 84
4	 115	 83
4	 115	 93
4	 115	 73
4	 115	 84
4	 115	 83
4	 115	 83
4	 115	 83
4	 115	 83
4	 115	 83
4	 115	 83
4	 115	 84
4	 115	 83
4	 115	 84
4	 115	 84
4	 115	 81
4	 115	 84
4	 115	 83
4	 115	 83
4	 115	 83
0	 113	 45
0	 111	 32
0	 111	 35
3	 107	 90
3	 107	 81
3	 103	 83
3	 103	 83
0	 103	 43
0	 103	 34
0	 103	 33
4	 103	 73
4	 103	 84
0	 97	 42
0	 94	 50
0	 94	 34
0	 91	 33
0	 89	 33
0	 87	 34
0	 86	 33
3	 83	 73
3	 80	 84
3	 79	 83
3	 79	 83
0	 79	 46
0	 79	 47
4	 79	 73
4	 79	 84
0	 73	 50
0	 70	 42
0	 70	 39
0	 66	 44
0	 64	 33
0	 62	 33
0	 62	 35
1	 59	 72
1	 56	 83
4	 56	 85
0	 56	 42
0	 56	 67
0	 56	 49
0	 56	 32
0	 56	 33
0	 56	 33
0	 56	 34
0	 56	 32
0	 56	 33
0	 56	 34
0	 56	 34
0	 56	 32
0	 56	 47
0	 56	 38
0	 56	 33
0	 56	 33
0	 56	 34
0	 56	 32
2	 56	 74
0	 57	 43
4	 57	 106
4	 57	 83
0	 55	 43
0	 55	 33
0	 51	 34
0	 49	 33
0	 48	 34
0	 46	 33
0	 46	 33
0	 43	 34
0	 41	 33
0	 40	 34
0	 40	 34
1	 35	 89
1	 32	 83
4	 32	 83
0	 32	 43
3	 32	 74
1	 31	 87
1	 31	 79
1	 32	 83
1	 32	 83
2	 32	 84
0	 33	 42
0	 33	 32
4	 36	 73
4	 36	 84
1	 31	 83
1	 32	 86
0	 32	 40
0	 32	 33
0	 32	 33
0	 32	 33
0	 32	 33
0	 32	 33
0	 32	 34
0	 32	 33
0	 32	 34
0	 32	 33
3	 32	 73
3	 31	 83
3	 31	 84
0	 31	 42
0	 31	 34
0	 31	 50
0	 31	 35
0	 31	 49
0	 31	 33
0	 31	 33
0	 31	 33
0	 31	 33
0	 31	 33
0	 31	 33
0	 31	 35
0	 31	 32
0	 31	 33
0	 31	 34
0	 31	 33
0	 31	 33
0	 31	 33
4	 31	 74
4	 31	 83
0	 25	 43
0	 23	 33
0	 23	 33
3	 19	 73
3	 19	 83
3	 15	 83
3	 15	 85
0	 15	 42
0	 15	 33
0	 15	 34
0	 15	 33
0	 15	 33
0	 15	 33
0	 15	 50
1	 14	 75
1	 15	 82
1	 15	 83
0	 15	 43
0	 15	 33
0	 15	 33
0	 15	 34
0	 15	 33
2	 15	 73
0	 16	 43
0	 19	 34
0	 20	 34
1	 23	 73
1	 29	 85
1	 31	 82
1	 31	 83
0	 31	 43
0	 31	 32
0	 31	 33
0	 31	 34
0	 31	 33
0	 31	 33
0	 31	 33
0	 31	 33
0	 31	 33
0	 31	 33
2	 31	 74
2	 31	 83
2	 31	 84
2	 31	 82
2	 31	 84
2	 31	 83
2	 31	 83
2	 31	 83
2	 31	 83
2	 31	 84
2	 31	 83
2	 31	 84
2	 31	 82
0	 32	 49
0	 35	 44
1	 38	 74
0	 43	 44
1	 47	 72
0	 51	 43
1	 54	 74
1	 55	 83
0	 55	 43
0	 55	 33
0	 55	 34
0	 55	 33
2	 55	 73
2	 55	 83
2	 55	 83
0	 63	 43
0	 63	 34
0	 67	 33
0	 70	 33
0	 72	 33
0	 75	 33
0	 76	 34
1	 79	 74
1	 79	 83
0	 79	 43
0	 79	 33
3	 79	 74
3	 78	 84
0	 78	 43
0	 78	 34
